Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
0,Minor,14:33,Saturday,Hazy,Dusk,National Highway,Icy,None,76,2
0,Serious,1:21,Wednesday,Stormy,Dark,Village Road,Under Construction,Signs,105,1
0,Minor,22:42,Tuesday,Stormy,Dusk,National Highway,Wet,Signals,37,5
1,Minor,21:55,Wednesday,Rainy,Dark,National Highway,Dry,Guard,35,2
1,Minor,22:54,Wednesday,Rainy,Dark,State Highway,Icy,Signals,21,5
1,Minor,22:14,Thursday,Rainy,Dawn,State Highway,Under Construction,Signs,32,1
0,Minor,9:18,Monday,Hazy,Dark,National Highway,Icy,None,64,3
0,Minor,22:03,Wednesday,Stormy,Dusk,State Highway,Under Construction,Signs,99,5
1,Fatal,1:24,Sunday,Rainy,Dark,Urban Road,Icy,Unknown,91,1
0,Minor,8:12,Friday,Clear,Dawn,National Highway,Wet,Signals,62,5
0,Minor,15:34,Sunday,Stormy,Daylight,Village Road,Dry,Signals,91,2
0,Minor,9:24,Friday,Hazy,Dusk,Village Road,Icy,None,73,5
0,Minor,15:52,Saturday,Clear,Dusk,Urban Road,Dry,Signals,93,2
0,Minor,15:28,Thursday,Foggy,Dawn,Village Road,Under Construction,Guard,116,2
0,Minor,14:09,Monday,Stormy,Dawn,Village Road,Wet,Guard,50,1
0,Minor,2:04,Sunday,Foggy,Dawn,National Highway,Dry,Signs,95,4
0,Minor,19:30,Monday,Rainy,Dawn,Urban Road,Icy,None,28,5
1,Minor,3:14,Sunday,Hazy,Dusk,National Highway,Dry,Unknown,92,3
0,Minor,12:57,Saturday,Rainy,Daylight,Urban Road,Dry,Signs,67,2
0,Minor,22:04,Friday,Hazy,Dark,National Highway,Under Construction,None,37,4
0,Fatal,0:09,Tuesday,Snowy,Dark,National Highway,Wet,None,113,2
0,Minor,13:20,Thursday,Rainy,Daylight,State Highway,Wet,Signs,115,4
1,Minor,18:49,Sunday,Foggy,Daylight,Village Road,Dry,Signs,106,4
1,Minor,19:06,Sunday,Hazy,Daylight,Urban Road,Dry,Signals,30,3
0,Minor,1:26,Saturday,Rainy,Dawn,Village Road,Under Construction,Unknown,81,4
0,Minor,15:17,Thursday,Stormy,Dusk,State Highway,Dry,Guard,103,3
1,Minor,16:22,Friday,Hazy,Dusk,Urban Road,Under Construction,Signals,38,1
1,Serious,4:41,Friday,Hazy,Dusk,State Highway,Wet,None,119,2
0,Minor,17:11,Sunday,Rainy,Dawn,Village Road,Wet,Unknown,109,3
0,Minor,21:16,Tuesday,Snowy,Dusk,National Highway,Under Construction,Unknown,93,2
0,Minor,22:38,Tuesday,Rainy,Dawn,State Highway,Dry,Signs,43,5
1,Minor,16:30,Monday,Foggy,Dusk,State Highway,Wet,Unknown,32,1
0,Minor,23:35,Thursday,Foggy,Daylight,National Highway,Icy,Unknown,65,5
1,Minor,0:10,Thursday,Hazy,Dark,Village Road,Under Construction,None,72,5
0,Serious,10:07,Friday,Hazy,Dark,State Highway,Wet,Signals,117,4
0,Minor,15:32,Monday,Rainy,Dawn,Village Road,Wet,Unknown,48,4
0,Minor,10:30,Saturday,Foggy,Dusk,National Highway,Wet,Signs,55,5
0,Serious,16:59,Thursday,Foggy,Dark,Urban Road,Icy,Signals,90,4
0,Minor,19:13,Monday,Snowy,Daylight,State Highway,Icy,Signs,113,2
0,Minor,0:16,Monday,Stormy,Daylight,Village Road,Icy,Unknown,36,4
0,Minor,1:24,Sunday,Snowy,Daylight,National Highway,Dry,Signals,67,5
1,Minor,23:28,Friday,Clear,Dawn,National Highway,Under Construction,Unknown,96,4
0,Minor,16:08,Monday,Snowy,Dawn,State Highway,Dry,None,43,4
0,Minor,11:16,Tuesday,Rainy,Dusk,Urban Road,Icy,Signals,73,3
1,Minor,6:08,Tuesday,Stormy,Daylight,State Highway,Under Construction,Signs,114,3
1,Minor,3:38,Wednesday,Rainy,Dusk,Village Road,Dry,None,110,5
1,Minor,11:13,Friday,Clear,Dusk,National Highway,Dry,Guard,104,2
1,Minor,10:39,Sunday,Stormy,Daylight,Urban Road,Dry,Signs,20,1
0,Minor,7:16,Saturday,Hazy,Dusk,Village Road,Icy,Unknown,98,1
0,Fatal,20:46,Wednesday,Foggy,Dark,State Highway,Wet,Signs,86,5
1,Minor,8:53,Tuesday,Snowy,Dawn,National Highway,Under Construction,Guard,25,2
0,Minor,6:56,Sunday,Rainy,Dusk,State Highway,Icy,Signs,97,2
0,Minor,6:00,Wednesday,Clear,Daylight,Urban Road,Under Construction,None,74,2
1,Minor,4:01,Friday,Foggy,Dawn,Urban Road,Icy,Signs,57,3
0,Minor,15:12,Sunday,Snowy,Dawn,Urban Road,Dry,Signals,52,5
0,Minor,11:05,Friday,Foggy,Dusk,Urban Road,Dry,Guard,27,1
0,Serious,22:23,Monday,Snowy,Dark,Urban Road,Wet,Signs,109,2
0,Minor,10:05,Thursday,Hazy,Dusk,State Highway,Wet,Guard,98,5
0,Serious,20:37,Monday,Stormy,Dark,Urban Road,Under Construction,None,97,1
0,Minor,3:28,Friday,Foggy,Dawn,Urban Road,Wet,Signals,39,3
1,Minor,2:03,Sunday,Foggy,Dusk,National Highway,Wet,Unknown,74,4
0,Minor,20:29,Tuesday,Foggy,Daylight,Urban Road,Under Construction,Signs,67,1
0,Minor,15:37,Saturday,Stormy,Dusk,National Highway,Icy,None,102,1
1,Serious,20:03,Tuesday,Clear,Dark,National Highway,Wet,Guard,75,1
1,Serious,16:02,Sunday,Snowy,Dark,National Highway,Icy,Guard,116,4
1,Minor,7:55,Monday,Hazy,Dusk,State Highway,Dry,None,119,2
1,Fatal,16:13,Saturday,Foggy,Dark,State Highway,Wet,Signs,107,4
0,Minor,20:53,Sunday,Stormy,Dawn,Village Road,Dry,Unknown,29,1
0,Minor,1:55,Friday,Clear,Dusk,Village Road,Dry,Signs,71,3
0,Minor,5:47,Tuesday,Snowy,Dark,National Highway,Icy,Signals,69,1
0,Minor,21:03,Friday,Stormy,Dusk,State Highway,Under Construction,Signs,53,3
0,Minor,16:01,Saturday,Hazy,Dusk,Urban Road,Wet,Signals,55,5
0,Minor,6:35,Saturday,Hazy,Daylight,Village Road,Icy,Guard,80,3
1,Minor,2:38,Tuesday,Snowy,Dusk,State Highway,Under Construction,Signals,119,1
0,Minor,22:18,Friday,Foggy,Daylight,Urban Road,Dry,Unknown,35,4
0,Fatal,12:48,Wednesday,Hazy,Dark,Urban Road,Wet,None,98,1
0,Minor,19:58,Friday,Clear,Daylight,State Highway,Dry,Signals,37,1
0,Minor,3:43,Saturday,Stormy,Daylight,Village Road,Dry,Signs,90,5
0,Minor,20:41,Friday,Clear,Daylight,State Highway,Wet,Signals,66,2
1,Minor,19:38,Sunday,Foggy,Dawn,Village Road,Under Construction,Guard,105,1
0,Minor,20:41,Monday,Clear,Daylight,National Highway,Under Construction,Signals,51,5
0,Minor,23:42,Wednesday,Clear,Dusk,State Highway,Wet,Unknown,62,4
0,Minor,17:50,Thursday,Rainy,Daylight,State Highway,Wet,Signals,102,5
1,Minor,21:39,Sunday,Clear,Dusk,Village Road,Icy,Unknown,59,5
0,Minor,16:59,Monday,Snowy,Daylight,Village Road,Icy,Signs,84,3
0,Minor,23:09,Thursday,Stormy,Dawn,State Highway,Dry,Guard,54,2
0,Fatal,21:16,Tuesday,Rainy,Dark,Urban Road,Wet,None,88,2
0,Minor,13:16,Thursday,Stormy,Daylight,Urban Road,Under Construction,Signs,69,4
1,Minor,15:21,Sunday,Stormy,Daylight,Urban Road,Dry,Signs,31,5
1,Minor,0:07,Friday,Foggy,Dawn,National Highway,Dry,None,95,4
0,Minor,14:37,Sunday,Foggy,Daylight,National Highway,Dry,Signals,104,4
1,Minor,7:37,Thursday,Rainy,Dusk,Village Road,Dry,Signals,77,2
1,Minor,17:54,Saturday,Hazy,Daylight,National Highway,Under Construction,Signals,102,2
1,Minor,1:57,Monday,Foggy,Daylight,Urban Road,Dry,Guard,82,2
1,Serious,1:13,Monday,Foggy,Dark,State Highway,Wet,Signs,92,1
0,Minor,10:57,Thursday,Foggy,Dark,National Highway,Icy,Unknown,68,5
0,Minor,18:58,Monday,Stormy,Daylight,National Highway,Under Construction,None,55,4
0,Minor,15:02,Saturday,Rainy,Dawn,Urban Road,Wet,Signs,73,5
1,Serious,17:52,Sunday,Stormy,Dark,National Highway,Wet,Signals,66,4
0,Minor,20:49,Monday,Snowy,Daylight,Village Road,Wet,None,51,4
1,Serious,1:06,Thursday,Stormy,Dark,State Highway,Icy,Unknown,118,4
1,Minor,18:16,Wednesday,Snowy,Daylight,Urban Road,Icy,Signs,114,4
0,Minor,6:17,Wednesday,Clear,Dark,Village Road,Icy,Signs,72,3
1,Serious,13:26,Tuesday,Clear,Dark,Urban Road,Wet,Guard,51,3
0,Minor,14:01,Monday,Snowy,Dusk,Village Road,Icy,Signs,81,1
0,Minor,9:42,Sunday,Snowy,Daylight,State Highway,Dry,Signs,56,2
1,Minor,3:25,Thursday,Stormy,Daylight,State Highway,Icy,Unknown,115,4
0,Minor,14:09,Monday,Snowy,Daylight,Village Road,Under Construction,Unknown,57,5
1,Minor,16:56,Friday,Rainy,Daylight,Village Road,Wet,None,49,3
1,Serious,13:53,Saturday,Clear,Dark,Village Road,Wet,Signals,77,2
0,Minor,0:25,Monday,Clear,Dusk,Village Road,Dry,Unknown,51,1
0,Minor,13:47,Monday,Hazy,Dusk,Village Road,Icy,None,85,2
0,Minor,20:26,Wednesday,Snowy,Dawn,Village Road,Icy,Signs,70,4
0,Minor,12:20,Saturday,Foggy,Daylight,State Highway,Under Construction,None,30,2
1,Minor,12:12,Thursday,Foggy,Dawn,Village Road,Dry,None,78,4
0,Minor,20:55,Monday,Snowy,Dark,National Highway,Under Construction,None,39,3
0,Minor,6:10,Wednesday,Rainy,Dawn,State Highway,Under Construction,None,56,3
0,Minor,4:44,Tuesday,Foggy,Daylight,Urban Road,Wet,Unknown,92,4
0,Minor,23:53,Saturday,Hazy,Dusk,State Highway,Wet,Signals,68,5
1,Minor,12:17,Wednesday,Snowy,Dusk,Urban Road,Icy,None,38,3
0,Minor,9:47,Wednesday,Rainy,Daylight,Urban Road,Icy,Guard,74,5
1,Minor,20:32,Sunday,Rainy,Dark,National Highway,Under Construction,Signs,59,4
0,Minor,21:45,Wednesday,Stormy,Daylight,Village Road,Icy,Signs,26,4
1,Minor,23:53,Sunday,Rainy,Dark,Village Road,Under Construction,Signs,24,3
0,Minor,4:57,Monday,Foggy,Dusk,State Highway,Icy,Signs,61,5
0,Fatal,11:52,Monday,Foggy,Dark,Village Road,Icy,Signs,107,4
1,Minor,7:50,Tuesday,Snowy,Daylight,National Highway,Wet,None,67,3
0,Minor,14:57,Friday,Snowy,Daylight,State Highway,Wet,Signals,26,4
1,Minor,23:04,Friday,Rainy,Daylight,State Highway,Wet,Guard,30,2
0,Fatal,15:42,Friday,Hazy,Dark,State Highway,Wet,Unknown,92,2
0,Minor,18:27,Sunday,Clear,Dark,Village Road,Dry,Guard,68,3
0,Minor,6:50,Saturday,Stormy,Dark,Village Road,Wet,Unknown,49,4
1,Minor,3:06,Saturday,Clear,Dusk,Village Road,Dry,Unknown,60,3
0,Minor,4:41,Tuesday,Rainy,Dawn,State Highway,Wet,Guard,22,1
0,Minor,10:18,Saturday,Rainy,Dawn,State Highway,Icy,None,105,3
0,Minor,15:15,Friday,Clear,Daylight,Urban Road,Under Construction,Signs,59,3
0,Minor,18:33,Friday,Stormy,Dusk,Urban Road,Icy,None,70,2
0,Fatal,6:59,Wednesday,Clear,Dark,Village Road,Icy,Signs,103,2
1,Minor,4:18,Saturday,Snowy,Daylight,State Highway,Dry,Signals,51,4
1,Minor,21:53,Monday,Foggy,Dusk,Village Road,Wet,Unknown,67,3
1,Minor,15:18,Monday,Hazy,Daylight,Village Road,Under Construction,Guard,90,3
1,Minor,21:21,Wednesday,Snowy,Dusk,Urban Road,Under Construction,Signals,90,4
0,Minor,12:28,Wednesday,Foggy,Dusk,National Highway,Wet,Signs,39,5
1,Minor,6:17,Wednesday,Hazy,Dawn,Village Road,Dry,None,108,4
0,Minor,21:32,Monday,Hazy,Daylight,National Highway,Dry,Guard,54,2
0,Minor,18:42,Friday,Hazy,Dark,National Highway,Dry,Unknown,43,2
0,Minor,17:59,Wednesday,Rainy,Dawn,State Highway,Under Construction,Signals,59,3
0,Minor,5:25,Tuesday,Hazy,Dawn,State Highway,Dry,Unknown,96,2
1,Minor,1:30,Sunday,Stormy,Dark,Village Road,Dry,Signs,71,4
0,Minor,13:29,Wednesday,Clear,Dusk,Urban Road,Under Construction,Unknown,58,3
0,Fatal,23:40,Sunday,Stormy,Dark,Urban Road,Under Construction,None,87,4
0,Minor,9:41,Thursday,Clear,Daylight,Village Road,Icy,Signals,80,4
1,Fatal,22:05,Wednesday,Snowy,Dark,Village Road,Under Construction,Signals,95,3
0,Minor,17:35,Monday,Snowy,Dusk,Urban Road,Wet,None,100,5
0,Serious,3:27,Saturday,Clear,Dark,National Highway,Under Construction,Unknown,84,2
0,Minor,1:25,Wednesday,Stormy,Dusk,Village Road,Under Construction,None,81,1
1,Minor,10:52,Saturday,Clear,Dusk,National Highway,Dry,Guard,100,1
0,Minor,10:51,Thursday,Hazy,Daylight,Village Road,Icy,None,21,1
0,Minor,21:46,Tuesday,Rainy,Dark,Village Road,Dry,Unknown,25,2
0,Fatal,18:05,Saturday,Snowy,Dark,National Highway,Icy,None,94,5
0,Minor,6:07,Sunday,Rainy,Daylight,National Highway,Dry,Signs,62,4
0,Minor,20:37,Friday,Hazy,Dusk,Urban Road,Wet,None,101,3
0,Minor,4:35,Wednesday,Hazy,Dark,Village Road,Dry,None,59,5
1,Minor,3:07,Thursday,Snowy,Daylight,State Highway,Dry,Unknown,108,1
0,Minor,5:31,Thursday,Snowy,Dusk,State Highway,Wet,Guard,58,2
0,Minor,14:15,Saturday,Hazy,Daylight,Village Road,Wet,Guard,47,2
1,Serious,23:49,Tuesday,Foggy,Dark,Village Road,Under Construction,Unknown,99,3
0,Minor,20:39,Monday,Rainy,Daylight,Village Road,Dry,Unknown,82,4
0,Minor,5:02,Wednesday,Rainy,Dawn,National Highway,Wet,Unknown,83,5
0,Minor,5:02,Thursday,Foggy,Dusk,State Highway,Wet,Signs,31,5
0,Minor,5:08,Tuesday,Stormy,Dawn,State Highway,Under Construction,Signals,60,5
1,Minor,8:36,Friday,Rainy,Dawn,State Highway,Icy,None,48,4
0,Minor,22:23,Thursday,Clear,Dusk,Village Road,Wet,Unknown,42,4
1,Serious,3:24,Tuesday,Hazy,Dusk,National Highway,Wet,Unknown,104,4
0,Minor,15:13,Monday,Hazy,Daylight,Village Road,Dry,Unknown,99,3
0,Minor,6:42,Monday,Foggy,Dusk,Urban Road,Under Construction,Guard,70,2
0,Minor,4:46,Thursday,Rainy,Dawn,Urban Road,Dry,Unknown,64,1
0,Minor,21:12,Sunday,Stormy,Dawn,State Highway,Icy,None,109,4
0,Minor,17:23,Thursday,Rainy,Dark,Village Road,Under Construction,Unknown,41,2
1,Minor,4:54,Saturday,Hazy,Dusk,Urban Road,Dry,None,29,4
0,Minor,22:28,Wednesday,Snowy,Dawn,Urban Road,Wet,Signs,26,1
1,Serious,13:55,Tuesday,Clear,Dark,Village Road,Wet,Signals,92,4
0,Serious,5:21,Thursday,Foggy,Dark,National Highway,Under Construction,Guard,108,2
1,Minor,19:00,Wednesday,Snowy,Daylight,Village Road,Wet,None,34,3
1,Minor,6:05,Saturday,Stormy,Dawn,Village Road,Dry,Signs,96,1
1,Minor,14:48,Wednesday,Snowy,Daylight,National Highway,Under Construction,Signals,65,2
1,Serious,2:10,Thursday,Snowy,Dawn,State Highway,Wet,Signals,109,5
1,Serious,22:47,Monday,Stormy,Daylight,State Highway,Wet,Signals,104,5
0,Minor,13:38,Tuesday,Snowy,Daylight,State Highway,Icy,None,106,5
0,Minor,0:29,Tuesday,Foggy,Dusk,National Highway,Icy,Signs,80,3
0,Minor,17:13,Monday,Hazy,Daylight,Urban Road,Under Construction,Unknown,111,4
1,Minor,6:46,Sunday,Rainy,Dusk,National Highway,Icy,Signs,80,4
0,Minor,7:55,Thursday,Snowy,Dark,Village Road,Dry,Signs,70,4
1,Minor,6:10,Tuesday,Foggy,Dawn,National Highway,Wet,Signs,57,3
0,Minor,7:59,Thursday,Rainy,Dark,Urban Road,Wet,None,31,5
0,Minor,2:27,Saturday,Rainy,Dawn,Urban Road,Wet,None,107,4
0,Serious,20:49,Thursday,Snowy,Dark,Village Road,Under Construction,None,96,3
0,Minor,9:38,Wednesday,Foggy,Dawn,State Highway,Under Construction,Signs,85,3
0,Minor,0:06,Monday,Hazy,Daylight,Urban Road,Icy,None,73,2
0,Minor,1:01,Sunday,Snowy,Dawn,Urban Road,Wet,Signals,58,4
0,Minor,13:15,Thursday,Stormy,Dawn,Urban Road,Wet,None,95,5
0,Minor,4:31,Sunday,Rainy,Dark,Village Road,Wet,Guard,58,1
0,Fatal,2:05,Sunday,Snowy,Dark,Urban Road,Wet,None,97,3
0,Minor,17:10,Saturday,Rainy,Dark,State Highway,Wet,None,49,2
1,Minor,21:41,Friday,Foggy,Dusk,Village Road,Dry,None,67,1
0,Minor,17:03,Monday,Clear,Dusk,State Highway,Wet,None,102,3
0,Minor,21:09,Sunday,Snowy,Dawn,Urban Road,Dry,Guard,50,2
0,Minor,10:28,Tuesday,Hazy,Dawn,Urban Road,Wet,Unknown,44,4
0,Minor,6:04,Wednesday,Snowy,Daylight,State Highway,Under Construction,None,87,2
0,Minor,18:15,Tuesday,Rainy,Daylight,Village Road,Under Construction,Signals,70,3
0,Minor,2:49,Saturday,Foggy,Dawn,Village Road,Dry,Guard,32,4
0,Minor,22:22,Saturday,Stormy,Dusk,State Highway,Wet,Unknown,119,5
0,Minor,7:07,Tuesday,Hazy,Dawn,Urban Road,Under Construction,None,82,2
0,Minor,4:28,Monday,Foggy,Daylight,National Highway,Under Construction,Unknown,61,1
1,Minor,16:52,Tuesday,Snowy,Dusk,State Highway,Wet,Signals,73,4
1,Fatal,10:30,Thursday,Stormy,Dusk,State Highway,Wet,Guard,86,4
0,Minor,14:26,Tuesday,Foggy,Daylight,State Highway,Under Construction,Guard,99,5
0,Minor,22:02,Wednesday,Clear,Dawn,Urban Road,Wet,Unknown,109,2
0,Minor,16:01,Wednesday,Hazy,Dark,Village Road,Icy,None,75,1
0,Minor,18:00,Friday,Rainy,Dawn,Urban Road,Wet,Signs,38,5
1,Minor,3:47,Wednesday,Foggy,Dawn,State Highway,Under Construction,Guard,65,2
0,Minor,7:50,Tuesday,Foggy,Daylight,Urban Road,Under Construction,Signs,34,1
0,Minor,9:29,Wednesday,Clear,Dusk,Urban Road,Dry,Guard,51,1
0,Minor,1:07,Monday,Snowy,Daylight,State Highway,Icy,None,68,3
1,Minor,12:18,Sunday,Hazy,Dawn,Urban Road,Under Construction,None,40,1
0,Serious,1:14,Wednesday,Hazy,Dark,National Highway,Icy,Guard,84,2
0,Serious,8:56,Thursday,Rainy,Dark,Urban Road,Wet,Unknown,89,5
0,Minor,3:07,Monday,Foggy,Dark,Urban Road,Under Construction,None,46,5
0,Minor,4:39,Friday,Stormy,Daylight,Village Road,Dry,None,42,3
0,Minor,7:07,Thursday,Foggy,Dusk,Village Road,Under Construction,Signals,66,2
0,Minor,16:45,Tuesday,Rainy,Daylight,State Highway,Dry,None,114,1
0,Minor,9:25,Sunday,Foggy,Dark,State Highway,Icy,Signals,31,3
0,Minor,3:33,Tuesday,Clear,Dawn,Village Road,Dry,None,104,4
0,Minor,16:45,Sunday,Foggy,Dusk,National Highway,Wet,None,85,2
0,Minor,19:58,Sunday,Foggy,Daylight,Urban Road,Wet,Unknown,24,3
0,Minor,2:21,Tuesday,Stormy,Daylight,National Highway,Wet,Unknown,28,5
0,Minor,0:14,Thursday,Clear,Dusk,National Highway,Under Construction,None,39,3
1,Serious,21:32,Thursday,Clear,Dusk,Village Road,Wet,Guard,101,4
0,Minor,20:49,Sunday,Foggy,Dawn,State Highway,Wet,Guard,82,2
0,Minor,14:46,Thursday,Hazy,Dusk,Urban Road,Under Construction,None,105,3
0,Minor,7:55,Sunday,Stormy,Dawn,State Highway,Icy,Guard,91,1
0,Serious,15:23,Sunday,Foggy,Dark,National Highway,Wet,None,117,2
1,Serious,4:45,Monday,Foggy,Dark,National Highway,Wet,Unknown,92,3
0,Minor,3:58,Saturday,Rainy,Daylight,State Highway,Under Construction,Signs,90,3
1,Minor,23:04,Monday,Rainy,Dark,State Highway,Icy,Signals,49,2
0,Fatal,9:54,Tuesday,Hazy,Dark,Village Road,Icy,Guard,101,5
0,Minor,11:55,Saturday,Stormy,Dawn,State Highway,Icy,Guard,110,1
1,Minor,22:16,Wednesday,Snowy,Daylight,State Highway,Under Construction,Unknown,35,2
1,Minor,12:59,Tuesday,Rainy,Dusk,Village Road,Dry,Guard,104,1
1,Minor,13:29,Friday,Snowy,Daylight,State Highway,Dry,None,24,1
1,Serious,7:04,Monday,Clear,Dark,National Highway,Wet,None,48,2
0,Minor,1:23,Thursday,Rainy,Dusk,State Highway,Wet,Signs,66,3
1,Minor,2:47,Monday,Rainy,Daylight,Urban Road,Wet,Signs,41,5
0,Minor,16:08,Thursday,Stormy,Daylight,National Highway,Dry,Signs,97,1
1,Minor,15:42,Saturday,Hazy,Daylight,Village Road,Under Construction,None,76,1
0,Minor,3:12,Friday,Snowy,Daylight,National Highway,Wet,Signs,102,3
1,Minor,10:30,Saturday,Rainy,Dawn,Village Road,Under Construction,Signs,54,2
0,Minor,10:51,Friday,Rainy,Daylight,Urban Road,Wet,None,107,5
0,Minor,0:50,Monday,Stormy,Dark,Urban Road,Under Construction,Unknown,79,1
0,Serious,10:21,Thursday,Stormy,Dark,National Highway,Under Construction,Guard,89,1
1,Minor,12:27,Saturday,Hazy,Dawn,State Highway,Dry,Signals,79,2
0,Minor,11:31,Friday,Snowy,Dusk,National Highway,Under Construction,None,77,3
0,Minor,0:26,Sunday,Clear,Dusk,National Highway,Icy,None,22,4
0,Minor,1:56,Tuesday,Hazy,Dark,Urban Road,Dry,Signals,53,3
0,Minor,18:30,Tuesday,Clear,Dark,Village Road,Wet,Signals,64,1
1,Minor,19:40,Saturday,Foggy,Dawn,National Highway,Dry,Signs,69,1
0,Minor,2:25,Thursday,Rainy,Dusk,State Highway,Icy,Signals,21,5
1,Minor,17:31,Sunday,Snowy,Dusk,Urban Road,Icy,Guard,34,3
0,Minor,7:01,Saturday,Hazy,Daylight,National Highway,Under Construction,Guard,56,4
0,Minor,22:23,Monday,Rainy,Daylight,National Highway,Icy,Guard,34,5
1,Minor,3:16,Friday,Snowy,Daylight,State Highway,Icy,Guard,79,4
0,Minor,9:20,Monday,Snowy,Dawn,National Highway,Icy,Guard,115,5
0,Serious,22:26,Tuesday,Snowy,Dark,National Highway,Icy,Signs,104,3
0,Minor,13:50,Friday,Rainy,Dawn,National Highway,Wet,None,83,1
1,Serious,3:41,Saturday,Hazy,Dusk,National Highway,Wet,Signals,100,4
0,Serious,21:41,Monday,Stormy,Dark,State Highway,Dry,None,117,3
1,Minor,2:31,Wednesday,Rainy,Daylight,National Highway,Under Construction,Signals,115,4
1,Minor,17:55,Thursday,Snowy,Dawn,National Highway,Wet,Signs,71,3
0,Minor,2:17,Sunday,Hazy,Dawn,National Highway,Icy,Signs,42,5
0,Minor,13:18,Sunday,Foggy,Daylight,Urban Road,Under Construction,Unknown,118,3
0,Minor,4:02,Thursday,Clear,Dawn,State Highway,Wet,Unknown,56,5
0,Minor,10:45,Wednesday,Snowy,Daylight,Urban Road,Dry,Signs,60,1
0,Minor,21:45,Tuesday,Foggy,Dusk,Urban Road,Icy,Signs,76,5
0,Serious,15:59,Friday,Stormy,Dark,State Highway,Under Construction,Signals,116,2
0,Minor,0:22,Thursday,Snowy,Dusk,Urban Road,Wet,Signs,44,1
1,Minor,13:18,Wednesday,Foggy,Dusk,Urban Road,Under Construction,None,56,3
1,Minor,9:06,Saturday,Snowy,Daylight,Urban Road,Wet,Signals,59,3
1,Minor,22:11,Sunday,Rainy,Dawn,State Highway,Dry,Signs,104,2
0,Minor,22:53,Wednesday,Hazy,Dusk,National Highway,Icy,Signals,65,3
0,Minor,1:56,Tuesday,Foggy,Dusk,Village Road,Dry,Signals,79,1
0,Minor,17:17,Tuesday,Hazy,Dusk,Village Road,Icy,Guard,117,1
1,Minor,5:57,Monday,Rainy,Dawn,State Highway,Icy,Unknown,38,5
0,Minor,15:14,Thursday,Rainy,Dawn,Village Road,Under Construction,Signals,110,4
1,Minor,2:27,Monday,Hazy,Daylight,State Highway,Wet,Signals,28,3
0,Minor,12:07,Sunday,Foggy,Dusk,State Highway,Dry,Guard,88,2
0,Minor,7:08,Wednesday,Hazy,Dark,Village Road,Dry,Signs,24,1
1,Minor,4:43,Friday,Hazy,Dawn,Urban Road,Dry,Signals,108,1
0,Minor,2:29,Friday,Clear,Daylight,National Highway,Under Construction,Guard,45,1
1,Minor,23:13,Tuesday,Foggy,Dusk,Village Road,Under Construction,None,38,4
1,Minor,19:21,Friday,Clear,Dark,Village Road,Under Construction,Guard,49,4
0,Minor,4:00,Friday,Snowy,Dawn,Village Road,Icy,Unknown,119,3
0,Minor,16:52,Sunday,Hazy,Dark,Village Road,Dry,Unknown,67,2
0,Minor,15:01,Friday,Snowy,Dawn,State Highway,Icy,Signs,35,4
1,Minor,5:37,Wednesday,Foggy,Daylight,State Highway,Dry,Signs,90,5
0,Minor,20:21,Friday,Hazy,Dark,National Highway,Dry,Unknown,37,4
0,Minor,13:45,Saturday,Snowy,Dusk,National Highway,Wet,Unknown,75,1
0,Minor,13:16,Friday,Stormy,Dusk,Village Road,Dry,Signals,40,2
1,Minor,17:35,Friday,Rainy,Dawn,Village Road,Under Construction,Unknown,50,3
0,Minor,16:10,Monday,Hazy,Dusk,Village Road,Under Construction,Signs,20,4
1,Minor,1:55,Wednesday,Rainy,Dark,National Highway,Under Construction,Unknown,22,1
1,Fatal,12:40,Tuesday,Clear,Daylight,Village Road,Wet,Signs,114,5
0,Minor,23:33,Monday,Snowy,Dawn,Urban Road,Wet,None,44,5
0,Minor,17:07,Thursday,Clear,Dark,National Highway,Icy,Unknown,27,3
1,Minor,6:14,Wednesday,Hazy,Dawn,Urban Road,Dry,Signs,84,3
0,Minor,16:26,Saturday,Rainy,Daylight,Village Road,Dry,Guard,81,4
1,Minor,2:24,Wednesday,Rainy,Dawn,State Highway,Under Construction,Signals,26,3
0,Minor,21:43,Thursday,Snowy,Dusk,Urban Road,Under Construction,Signs,26,1
0,Minor,2:17,Thursday,Hazy,Dusk,National Highway,Under Construction,Unknown,27,1
1,Minor,15:57,Thursday,Stormy,Dawn,Urban Road,Under Construction,Unknown,38,1
0,Minor,8:13,Sunday,Stormy,Daylight,National Highway,Under Construction,None,36,4
0,Minor,14:56,Tuesday,Snowy,Daylight,Village Road,Under Construction,Guard,30,4
0,Minor,15:38,Friday,Hazy,Dusk,Urban Road,Dry,Signs,68,3
0,Minor,10:16,Wednesday,Snowy,Daylight,State Highway,Wet,Guard,30,4
0,Minor,20:55,Sunday,Hazy,Dawn,Urban Road,Under Construction,None,60,1
0,Serious,12:00,Friday,Clear,Dark,State Highway,Dry,Signals,81,2
1,Minor,23:58,Friday,Snowy,Dawn,National Highway,Under Construction,Guard,71,1
0,Minor,19:27,Saturday,Hazy,Dusk,Village Road,Icy,None,85,2
0,Minor,10:23,Thursday,Stormy,Dusk,Village Road,Icy,Signs,87,3
0,Minor,9:59,Tuesday,Hazy,Dusk,State Highway,Dry,Signals,111,5
